Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR28374156,WGS,502,40911494,PRJNA1088471,SAMN40528203,SARS-CoV-2: wastewater surveillance,28182780,UNIVERSITY OF WATERLOO,2022-05-13,public,"sra,activ_sars2_vcf,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX23979399,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A358,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:10:00Z,1,A1-1079,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374157,WGS,502,41245826,PRJNA1088471,SAMN40528202,SARS-CoV-2: wastewater surveillance,28551451,UNIVERSITY OF WATERLOO,2022-05-12,public,"run.zq,fastq,sra,activ_sars2_vcf","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX23979398,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A357,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:11:00Z,1,A1-1078,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374158,WGS,502,28139108,PRJNA1088471,SAMN40528201,SARS-CoV-2: wastewater surveillance,19968628,UNIVERSITY OF WATERLOO,2022-05-11,public,"sra,fastq,run.zq,activ_sars2_vcf","gs,ncbi,s3","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX23979397,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A356,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:10:00Z,1,A1-1077,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374159,WGS,502,16624734,PRJNA1088471,SAMN40528200,SARS-CoV-2: wastewater surveillance,12469201,UNIVERSITY OF WATERLOO,2022-05-10,public,"run.zq,sra,fastq,activ_sars2_vcf","ncbi,s3,gs","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX23979396,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A355,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:10:00Z,1,A1-1076,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374160,WGS,502,242856054,PRJNA1088471,SAMN40528199,SARS-CoV-2: wastewater surveillance,134877657,UNIVERSITY OF WATERLOO,2022-05-09,public,"activ_sars2_vcf,run.zq,fastq,sra","gs,s3,ncbi","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23979395,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A354,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:11:00Z,1,A1-1075,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374161,WGS,502,119005124,PRJNA1088471,SAMN40528198,SARS-CoV-2: wastewater surveillance,67304761,UNIVERSITY OF WATERLOO,2022-05-06,public,"run.zq,fastq,sra,activ_sars2_vcf","s3,gs,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX23979394,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A353,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:10:00Z,1,A1-1074,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374162,WGS,502,42637872,PRJNA1088471,SAMN40528197,SARS-CoV-2: wastewater surveillance,29592132,UNIVERSITY OF WATERLOO,2022-05-05,public,"fastq,activ_sars2_vcf,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX23979393,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A352,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:10:00Z,1,A1-1073,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374163,WGS,502,86307354,PRJNA1088471,SAMN40527882,SARS-CoV-2: wastewater surveillance,54188652,UNIVERSITY OF WATERLOO,2022-03-08,public,"fastq,sra,run.zq,activ_sars2_vcf","ncbi,s3,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX23979392,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 3,"=_xlfn.CONCAT(A37,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:11:00Z,1,A3-1037,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374164,WGS,502,108508304,PRJNA1088471,SAMN40528196,SARS-CoV-2: wastewater surveillance,56233004,UNIVERSITY OF WATERLOO,2022-05-04,public,"fastq,sra,activ_sars2_vcf,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX23979391,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A351,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:11:00Z,1,A1-1072,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374165,WGS,502,125177214,PRJNA1088471,SAMN40528195,SARS-CoV-2: wastewater surveillance,69806714,UNIVERSITY OF WATERLOO,2022-05-03,public,"activ_sars2_vcf,sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX23979390,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A350,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:12:00Z,1,A1-1071,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374166,WGS,502,118525714,PRJNA1088471,SAMN40528194,SARS-CoV-2: wastewater surveillance,66453001,UNIVERSITY OF WATERLOO,2022-05-02,public,"sra,fastq,run.zq,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX23979389,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A349,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:12:00Z,1,A1-1070,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374167,WGS,502,95062234,PRJNA1088471,SAMN40528193,SARS-CoV-2: wastewater surveillance,52749610,UNIVERSITY OF WATERLOO,2022-04-29,public,"sra,fastq,activ_sars2_vcf,run.zq","ncbi,s3,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX23979388,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A348,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:12:00Z,1,A1-1069,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374168,WGS,502,85545820,PRJNA1088471,SAMN40528192,SARS-CoV-2: wastewater surveillance,47024997,UNIVERSITY OF WATERLOO,2022-04-28,public,"fastq,run.zq,sra,activ_sars2_vcf","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX23979387,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A347,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:11:00Z,1,A1-1068,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374169,WGS,502,39657498,PRJNA1088471,SAMN40528191,SARS-CoV-2: wastewater surveillance,21432897,UNIVERSITY OF WATERLOO,2022-04-27,public,"run.zq,sra,activ_sars2_vcf,fastq","gs,s3,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX23979386,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A346,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:11:00Z,1,A1-1067,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374170,WGS,502,249690282,PRJNA1088471,SAMN40528190,SARS-CoV-2: wastewater surveillance,154071106,UNIVERSITY OF WATERLOO,2022-04-26,public,"fastq,sra,run.zq,activ_sars2_vcf","ncbi,gs,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23979385,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A345,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:12:00Z,1,A1-1066,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374171,WGS,502,123195318,PRJNA1088471,SAMN40528189,SARS-CoV-2: wastewater surveillance,64917852,UNIVERSITY OF WATERLOO,2022-04-25,public,"activ_sars2_vcf,fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX23979384,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A344,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:12:00Z,1,A1-1065,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374172,WGS,502,110890796,PRJNA1088471,SAMN40528188,SARS-CoV-2: wastewater surveillance,58697555,UNIVERSITY OF WATERLOO,2022-04-22,public,"fastq,sra,activ_sars2_vcf,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX23979383,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A343,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:12:00Z,1,A1-1064,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374173,WGS,502,115433394,PRJNA1088471,SAMN40528187,SARS-CoV-2: wastewater surveillance,61823524,UNIVERSITY OF WATERLOO,2022-04-21,public,"run.zq,fastq,sra,activ_sars2_vcf","gs,ncbi,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX23979382,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A342,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:12:00Z,1,A1-1063,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374174,WGS,502,2510,PRJNA1088471,SAMN40527881,SARS-CoV-2: wastewater surveillance,62408,UNIVERSITY OF WATERLOO,2022-03-07,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX23979381,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 3,"=_xlfn.CONCAT(A36,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:11:00Z,1,A3-1036,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374175,WGS,502,144942460,PRJNA1088471,SAMN40528186,SARS-CoV-2: wastewater surveillance,85123468,UNIVERSITY OF WATERLOO,2022-04-20,public,"activ_sars2_vcf,fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX23979380,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 1,"=_xlfn.CONCAT(A341,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:12:00Z,1,A1-1062,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374176,WGS,602,2650481386,PRJNA1088471,SAMN40528120,SARS-CoV-2: wastewater surveillance,850639835,UNIVERSITY OF WATERLOO,2023-03-24,public,"sra,run.zq,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX23979379,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 3,"=_xlfn.CONCAT(A275,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:13:00Z,1,A3-1293,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374177,WGS,602,2925188434,PRJNA1088471,SAMN40528119,SARS-CoV-2: wastewater surveillance,956637886,UNIVERSITY OF WATERLOO,2023-03-23,public,"fastq,activ_sars2_vcf,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX23979378,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 3,"=_xlfn.CONCAT(A274,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:13:00Z,1,A3-1292,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374178,WGS,502,25866554,PRJNA1088471,SAMN40528118,SARS-CoV-2: wastewater surveillance,15835089,UNIVERSITY OF WATERLOO,2023-03-22,public,"sra,activ_sars2_vcf,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX23979377,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 3,"=_xlfn.CONCAT(A273,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:12:00Z,1,A3-1291,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374179,WGS,502,20391240,PRJNA1088471,SAMN40528117,SARS-CoV-2: wastewater surveillance,12521178,UNIVERSITY OF WATERLOO,2023-03-21,public,"run.zq,fastq,sra,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX23979376,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 3,"=_xlfn.CONCAT(A272,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:12:00Z,1,A3-1290,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374180,WGS,502,163735834,PRJNA1088471,SAMN40527874,SARS-CoV-2: wastewater surveillance,94993871,UNIVERSITY OF WATERLOO,2022-02-23,public,"run.zq,activ_sars2_vcf,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX23979375,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 3,"=_xlfn.CONCAT(A29,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:14:00Z,1,A3-1028,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374181,WGS,502,30964364,PRJNA1088471,SAMN40528116,SARS-CoV-2: wastewater surveillance,16937193,UNIVERSITY OF WATERLOO,2023-03-20,public,"activ_sars2_vcf,sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX23979374,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 3,"=_xlfn.CONCAT(A271,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:13:00Z,1,A3-1289,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374182,WGS,502,189259020,PRJNA1088471,SAMN40528115,SARS-CoV-2: wastewater surveillance,106205002,UNIVERSITY OF WATERLOO,2023-03-17,public,"activ_sars2_vcf,run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX23979373,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 3,"=_xlfn.CONCAT(A270,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:13:00Z,1,A3-1288,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374183,WGS,502,146781788,PRJNA1088471,SAMN40528114,SARS-CoV-2: wastewater surveillance,77014120,UNIVERSITY OF WATERLOO,2023-03-16,public,"fastq,sra,activ_sars2_vcf,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX23979372,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 3,"=_xlfn.CONCAT(A269,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:13:00Z,1,A3-1287,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR28374184,WGS,502,37416570,PRJNA1088471,SAMN40528113,SARS-CoV-2: wastewater surveillance,20020198,UNIVERSITY OF WATERLOO,2023-03-15,public,"sra,run.zq,activ_sars2_vcf,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX23979371,Canada,North America,Canada: Mississauga,Illumina MiSeq,Toronto Pearson International Airport - Terminal 3,"=_xlfn.CONCAT(A268,""-SARS-CoV-2"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-03-18T14:13:00Z,1,A3-1286,SRP495457,NA,24,raw wastewater,composite,yes,SARS-CoV-2
