Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,purpose_of_ww_sampling,purpose_of_ww_sequencing,ww_endog_control_1_conc,ww_endog_control_1_protocol,ww_endog_control_1,ww_endog_control_1_units,ww_endog_control_2_units,ww_flow,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_jurisdiction,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_extract,ww_surv_target_1_extract_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1_protocol,ww_surv_target_1,ww_surv_target_2_conc_unit,ww_surv_target_2_extract_unit,collected_by,sequenced_by,ww_pre_treatment,ww_temperature,ww_sample_salinity,ww_endog_control_2_conc,ww_endog_control_2_protocol,ww_endog_control_2,ww_ph,lat_lon,secondary_sample_name,samp_rep_tech,collected_by (run),collection_date (run),filename2,Filename,geo_loc_name (run),isolation_source (run),organism (run),purpose_of_ww_sampling (run),purpose_of_ww_sequencing (run),sample_ID (run),Sample_id,sequenced_by[1] (run),sequenced_by[1],sequenced_by[2] (run),sequenced_by[2],ww_endog_control_1_conc (run),ww_endog_control_1_protocol (run),ww_endog_control_1 (run),ww_endog_control_1_units (run),ww_endog_control_2_units (run),ww_flow (run),ww_population (run),ww_sample_duration (run),ww_sample_matrix (run),ww_sample_site (run),ww_sample_type (run),ww_surv_jurisdiction (run),ww_surv_target_1_conc (run),ww_surv_target_1_conc_unit (run),ww_surv_target_1_extract (run),ww_surv_target_1_extract_unit (run),ww_surv_target_1_gene (run),ww_surv_target_1_known_present (run),ww_surv_target_1_protocol (run),ww_surv_target_1 (run),ww_surv_target_2_conc_unit (run),ww_surv_target_2_extract_unit (run),filename3,filename4,ww_temperature (run),ww_sample_salinity (run),ww_ph (run)
SRR23904526,AMPLICON,152,70996464,PRJNA946141,SAMN33812618,SARS-CoV-2: wastewater surveillance,29520029,UNIVERSITY OF MIAMI,2022-01-19,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX19716321,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WSAC-220119-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:28:00Z,1,WSAC-220119-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,23713.6363636364,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,school,grab,FL,1363.63636363636,copies/L,2.5,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Helena Solo-Gabriele;Sam Comerford,Bio-Rad/admin,NULL,,,5508763.63636364,V2G-qPCR,PMMoV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904527,AMPLICON,152,31620408,PRJNA946141,SAMN33812617,SARS-CoV-2: wastewater surveillance,11707922,UNIVERSITY OF MIAMI,2022-05-11,public,"fastq,activ_sars2_vcf,sra","ncbi,s3,gs","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX19716320,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-220511-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:28:00Z,1,WR03-220511-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,75240,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,690,copies/L,1.035,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,26.9,9.74,32252080,V2G-qPCR,PMMoV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904528,AMPLICON,202,970597678,PRJNA946141,SAMN33811969,SARS-CoV-2: wastewater surveillance,312173272,UNIVERSITY OF MIAMI,2022-07-20,public,"fastq,activ_sars2_vcf,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX19716319,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WG01-220720-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WG01-220720-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,215690,V2G-qPCR,SARS,copies/L,copies/L,0,643,24,raw wastewater,college or university,grab,FL,124550,copies/L,124.5525,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Brian Reding;Matthew Roca;Sam Comerford,Bio-Rad/admin,NULL,26.7,0.88,45341980,V2G-qPCR,PMMoV,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904529,AMPLICON,152,92055608,PRJNA946141,SAMN33812616,SARS-CoV-2: wastewater surveillance,37368890,UNIVERSITY OF MIAMI,2022-04-27,public,"sra,fastq,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX19716318,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-220427-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:28:00Z,1,WR03-220427-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,266742.857142857,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,15428.5714285714,copies/L,9,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,27,2.04,53813485.7142857,V2G-qPCR,PMMoV,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904530,AMPLICON,302,1168235358,PRJNA946141,SAMN33812615,SARS-CoV-2: wastewater surveillance,383309070,UNIVERSITY OF MIAMI,2022-04-20,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX19716317,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-220420-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:32:00Z,1,WR03-220420-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,357075,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,115905,copies/L,77.27,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,26.1,2.39,88856250,V2G-qPCR,PMMoV,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904531,AMPLICON,302,723663574,PRJNA946141,SAMN33812614,SARS-CoV-2: wastewater surveillance,235023384,UNIVERSITY OF MIAMI,2022-04-06,public,"sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX19716316,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-220406-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WR03-220406-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,67800,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,294,copies/L,0.49,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,26,0.75,15832680,V2G-qPCR,PMMoV,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904532,AMPLICON,302,855270644,PRJNA946141,SAMN33812613,SARS-CoV-2: wastewater surveillance,278803577,UNIVERSITY OF MIAMI,2022-03-30,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX19716315,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-220330-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WR03-220330-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,117000,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,1650,copies/L,5.e-002,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,24.9,22.18,4798320,V2G-qPCR,PMMoV,7.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904533,AMPLICON,152,78117208,PRJNA946141,SAMN33812612,SARS-CoV-2: wastewater surveillance,32374592,UNIVERSITY OF MIAMI,2022-01-26,public,"fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX19716314,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-220126-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:28:00Z,1,WR03-220126-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,BDL,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,240,copies/L,-0.2,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,22.4,,3693120,V2G-qPCR,PMMoV,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904534,AMPLICON,152,176118904,PRJNA946141,SAMN33812611,SARS-CoV-2: wastewater surveillance,72940810,UNIVERSITY OF MIAMI,2022-01-12,public,"activ_sars2_vcf,sra,fastq","gs,s3,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX19716313,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-220112-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WR03-220112-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,100973.333333333,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,2400,copies/L,1.8,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,23.1,15.27,18552533.3333333,V2G-qPCR,PMMoV,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904535,AMPLICON,152,32395304,PRJNA946141,SAMN33812610,SARS-CoV-2: wastewater surveillance,13227862,UNIVERSITY OF MIAMI,2022-01-05,public,"sra,activ_sars2_vcf,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX19716312,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-220105-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:28:00Z,1,WR03-220105-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,42423.5294117647,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,758.823529411765,copies/L,2.15,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,26,8.71,2985465.88235294,V2G-qPCR,PMMoV,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904536,AMPLICON,152,142467776,PRJNA946141,SAMN33812609,SARS-CoV-2: wastewater surveillance,55620542,UNIVERSITY OF MIAMI,2021-12-28,public,"activ_sars2_vcf,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX19716311,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-211228-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WR03-211228-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,29330,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,2000,copies/L,2,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,24.2,,2068400,V2G-qPCR,PMMoV,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904537,AMPLICON,152,47851880,PRJNA946141,SAMN33812608,SARS-CoV-2: wastewater surveillance,20845373,UNIVERSITY OF MIAMI,2021-12-21,public,"sra,activ_sars2_vcf,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX19716310,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-211221-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WR03-211221-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,108570,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,1020,copies/L,0.35,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,26.1,5.42,-1,V2G-qPCR,PMMoV,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904538,AMPLICON,152,67988992,PRJNA946141,SAMN33812607,SARS-CoV-2: wastewater surveillance,28249483,UNIVERSITY OF MIAMI,2021-12-14,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX19716309,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-211214-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:28:00Z,1,WR03-211214-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,BDL,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,460,copies/L,1.15,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,24.8,,2485328,V2G-qPCR,PMMoV,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904539,AMPLICON,202,654890666,PRJNA946141,SAMN33811968,SARS-CoV-2: wastewater surveillance,210949650,UNIVERSITY OF MIAMI,2022-07-13,public,"fastq,activ_sars2_vcf,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX19716308,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WG01-220713-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WG01-220713-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,163895,V2G-qPCR,SARS,copies/L,copies/L,0,643,24,raw wastewater,college or university,grab,FL,32350,copies/L,32.379,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Brian Reding;Matthew Roca;Sam Comerford,Bio-Rad/admin,NULL,26.6,0.88,75714700,V2G-qPCR,PMMoV,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904540,AMPLICON,152,66768584,PRJNA946141,SAMN33812606,SARS-CoV-2: wastewater surveillance,27122342,UNIVERSITY OF MIAMI,2021-11-16,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX19716307,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-211116-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WR03-211116-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,BDL,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,350,copies/L,0.7,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Johann Amirali,Bio-Rad/admin,NULL,24.9,8.76,22245300,V2G-qPCR,PMMoV,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904541,AMPLICON,152,198105552,PRJNA946141,SAMN33812605,SARS-CoV-2: wastewater surveillance,80774107,UNIVERSITY OF MIAMI,2021-09-21,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX19716306,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-210921-31,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WR03-210921-31,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,853680,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,542.208,copies/L,-0.274,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Sam Comerford,Bio-Rad/admin,NULL,26.8,,17096640,V2G-qPCR,PMMoV,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904542,AMPLICON,202,1469102570,PRJNA946141,SAMN33811963,SARS-CoV-2: wastewater surveillance,474197308,UNIVERSITY OF MIAMI,2022-06-08,public,"sra,activ_sars2_vcf,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX19716305,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WG01-220608-39_samp_rep_tech_2,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:31:00Z,1,WG01-220608-39_samp_rep_tech_2,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,228317.142857143,V2G-qPCR,SARS,copies/L,copies/L,0,643,24,raw wastewater,college or university,grab,FL,304337.142857143,copies/L,355.0605,count,NC,yes,SARS-CoV-2,SARS-CoV-2,copies/L,count,Brian Reding;Matthew Roca,Bio-Rad/admin,NULL,25.8,2.07,16001982.8571429,V2G-qPCR,PMMoV,7.48,,,technical replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904543,AMPLICON,152,88525256,PRJNA946141,SAMN33812604,SARS-CoV-2: wastewater surveillance,37859815,UNIVERSITY OF MIAMI,2021-08-17,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX19716334,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WR03-210817-31,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WR03-210817-31,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,29160,V2G-qPCR,SARS,copies/L,copies/L,0,0,24,raw wastewater,college or university,grab,FL,600,copies/L,-0.25,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Thomas Stone,Bio-Rad/admin,NULL,28.6,,126821520,V2G-qPCR,PMMoV,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904544,AMPLICON,152,70329488,PRJNA946141,SAMN33812556,SARS-CoV-2: wastewater surveillance,25576562,UNIVERSITY OF MIAMI,2022-05-11,public,"sra,activ_sars2_vcf,fastq","gs,ncbi,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX19716304,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WM06-220511-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WM06-220511-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,251268,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,55056,copies/L,22.94,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Brian Reding;Sam Comerford,Bio-Rad/admin,NULL,27.3,2.25,120145152,V2G-qPCR,PMMoV,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904545,AMPLICON,152,947661024,PRJNA946141,SAMN33812555,SARS-CoV-2: wastewater surveillance,367163869,UNIVERSITY OF MIAMI,2022-05-04,public,"fastq,sra,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19716303,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WM06-220504-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:32:00Z,1,WM06-220504-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,633150,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,1132200,copies/L,377.4,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Brian Reding;Sam Comerford,Bio-Rad/admin,NULL,28.2,1.08,153021000,V2G-qPCR,PMMoV,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904546,AMPLICON,152,103023016,PRJNA946141,SAMN33812554,SARS-CoV-2: wastewater surveillance,41751010,UNIVERSITY OF MIAMI,2022-04-27,public,"sra,fastq,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX19716302,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WM06-220427-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:29:00Z,1,WM06-220427-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,34440,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,25320,copies/L,10.55,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Brian Reding;Sam Comerford,Bio-Rad/admin,NULL,27.9,1.87,52599840,V2G-qPCR,PMMoV,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904547,AMPLICON,302,1865896128,PRJNA946141,SAMN33812553,SARS-CoV-2: wastewater surveillance,615060447,UNIVERSITY OF MIAMI,2022-04-20,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19716301,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WM06-220420-39,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:33:00Z,1,WM06-220420-39,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,214885.714285714,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,1713428.57142857,copies/L,999.5,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Brian Reding;Shane Gillooly,Bio-Rad/admin,NULL,27.6,1.99,51629897.1428571,V2G-qPCR,PMMoV,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904548,AMPLICON,302,1188358524,PRJNA946141,SAMN33812552,SARS-CoV-2: wastewater surveillance,387110287,UNIVERSITY OF MIAMI,2022-04-13,public,"activ_sars2_vcf,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX19716300,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WM06-220413-39_samp_rep_tech_2,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:32:00Z,1,WM06-220413-39_samp_rep_tech_2,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,307420,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,15200,copies/L,7.6,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Brian Reding;Sam Comerford,Bio-Rad/admin,NULL,29.8,0.95,45082160,V2G-qPCR,PMMoV,7.36,,,technical replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904549,AMPLICON,302,1006265208,PRJNA946141,SAMN33812551,SARS-CoV-2: wastewater surveillance,328667624,UNIVERSITY OF MIAMI,2022-04-13,public,"sra,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX19716299,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WM06-220413-39_samp_rep_tech_1,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:30:00Z,1,WM06-220413-39_samp_rep_tech_1,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,307420,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,15200,copies/L,7.6,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Brian Reding;Sam Comerford,Bio-Rad/admin,NULL,29.8,0.95,45082160,V2G-qPCR,PMMoV,7.36,,,technical replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR23904550,AMPLICON,302,1694351672,PRJNA946141,SAMN33812550,SARS-CoV-2: wastewater surveillance,554481314,UNIVERSITY OF MIAMI,2022-04-06,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX19716298,USA,North America,USA: Florida,Illumina NovaSeq 6000,wastewater,WM06-220406-39_samp_rep_tech_2,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-18T00:00:00Z,2023-03-18T13:33:00Z,1,WM06-220406-39_samp_rep_tech_2,SRP427995,public health surveillance community-level,detection of target by RT PCR or ddPCR,1269900,V2G-qPCR,SARS,copies/L,copies/L,0,340,24,raw wastewater,hospital,grab,FL,193560,copies/L,64.52,count,NC,yes,V2G-qPCR,SARS-CoV-2,copies/L,count,Brian Reding;Sam Comerford,Bio-Rad/admin,NULL,28.3,1.22,32814000,V2G-qPCR,PMMoV,7.2,,,technical replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
