Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR32796422,AMPLICON,195,320180757,PRJNA1238906,SAMN47486788,SARS-CoV-2: wastewater surveillance,128881640,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2023-01-05,public,"fastq,sra,activ_sars2_vcf,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX28080415,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 79,A87,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20230105,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796423,AMPLICON,189,209855584,PRJNA1238906,SAMN47486787,SARS-CoV-2: wastewater surveillance,88549037,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2023-01-05,public,"activ_sars2_vcf,fastq,sra,run.zq","ncbi,s3,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX28080414,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 78,A86,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20230105,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796424,AMPLICON,179,235096489,PRJNA1238906,SAMN47486786,SARS-CoV-2: wastewater surveillance,99540202,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2023-01-04,public,"run.zq,activ_sars2_vcf,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX28080413,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 77,A85,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20230104,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796425,AMPLICON,197,343309567,PRJNA1238906,SAMN47486785,SARS-CoV-2: wastewater surveillance,139990559,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2023-01-04,public,"activ_sars2_vcf,sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX28080412,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 76,A84,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20230104,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796426,AMPLICON,207,256790317,PRJNA1238906,SAMN47486784,SARS-CoV-2: wastewater surveillance,105336082,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2023-01-03,public,"fastq,activ_sars2_vcf,run.zq,sra","s3,gs,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX28080411,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 75,A83,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20230103,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796427,AMPLICON,205,366856804,PRJNA1238906,SAMN47486783,SARS-CoV-2: wastewater surveillance,146494117,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2023-01-03,public,"run.zq,activ_sars2_vcf,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX28080410,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 74,A82,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:58:00Z,1,As20230103,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796428,AMPLICON,162,244580215,PRJNA1238906,SAMN47486782,SARS-CoV-2: wastewater surveillance,100683586,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-23,public,"activ_sars2_vcf,run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX28080409,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 73,A81,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20221223,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796429,AMPLICON,207,331308980,PRJNA1238906,SAMN47486719,SARS-CoV-2: wastewater surveillance,123977772,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-11-09,public,"activ_sars2_vcf,fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX28080408,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 8,A18,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20221109,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796430,AMPLICON,185,233789515,PRJNA1238906,SAMN47486781,SARS-CoV-2: wastewater surveillance,94633259,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-23,public,"activ_sars2_vcf,fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX28080407,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 72,A80,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20221223,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796431,AMPLICON,149,264798417,PRJNA1238906,SAMN47486780,SARS-CoV-2: wastewater surveillance,107290797,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-22,public,"sra,activ_sars2_vcf,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX28080406,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 71,A79,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20221222,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796432,AMPLICON,161,177913725,PRJNA1238906,SAMN47486779,SARS-CoV-2: wastewater surveillance,75438165,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-22,public,"run.zq,sra,activ_sars2_vcf,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX28080405,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 70,A78,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20221222,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796433,AMPLICON,162,273846142,PRJNA1238906,SAMN47486778,SARS-CoV-2: wastewater surveillance,114646446,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-21,public,"sra,activ_sars2_vcf,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX28080404,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 69,A77,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20221221,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796434,AMPLICON,147,272382583,PRJNA1238906,SAMN47486777,SARS-CoV-2: wastewater surveillance,110437383,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-21,public,"fastq,sra,run.zq,activ_sars2_vcf","gs,s3,ncbi","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX28080403,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 68,A76,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20221221,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796435,AMPLICON,156,260232942,PRJNA1238906,SAMN47486776,SARS-CoV-2: wastewater surveillance,106624988,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-20,public,"activ_sars2_vcf,fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX28080402,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 67,A75,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20221220,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796436,AMPLICON,140,163890992,PRJNA1238906,SAMN47486775,SARS-CoV-2: wastewater surveillance,69590225,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-20,public,"run.zq,fastq,sra,activ_sars2_vcf","gs,ncbi,s3","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX28080401,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 66,A74,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20221220,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796437,AMPLICON,176,308702598,PRJNA1238906,SAMN47486774,SARS-CoV-2: wastewater surveillance,123249313,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-19,public,"activ_sars2_vcf,sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX28080400,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 65,A73,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:58:00Z,1,At20221219,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796438,AMPLICON,165,286646281,PRJNA1238906,SAMN47486773,SARS-CoV-2: wastewater surveillance,116726490,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-19,public,"fastq,run.zq,activ_sars2_vcf,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX28080399,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 64,A72,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20221219,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796439,AMPLICON,179,271152565,PRJNA1238906,SAMN47486772,SARS-CoV-2: wastewater surveillance,108399176,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-16,public,"fastq,activ_sars2_vcf,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX28080398,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 63,A71,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20221216,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796440,AMPLICON,197,338534396,PRJNA1238906,SAMN47486718,SARS-CoV-2: wastewater surveillance,125413416,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-11-08,public,"fastq,run.zq,activ_sars2_vcf,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX28080397,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 7,A17,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20221108,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796441,AMPLICON,148,268223727,PRJNA1238906,SAMN47486771,SARS-CoV-2: wastewater surveillance,109544093,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-16,public,"run.zq,activ_sars2_vcf,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX28080396,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 62,A70,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:58:00Z,1,As20221216,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796442,AMPLICON,162,222273363,PRJNA1238906,SAMN47486770,SARS-CoV-2: wastewater surveillance,92809786,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-15,public,"activ_sars2_vcf,sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX28080395,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 61,A69,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20221215,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796443,AMPLICON,159,284212388,PRJNA1238906,SAMN47486769,SARS-CoV-2: wastewater surveillance,114595510,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-15,public,"activ_sars2_vcf,fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX28080394,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 60,A68,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20221215,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796444,AMPLICON,172,318952393,PRJNA1238906,SAMN47486768,SARS-CoV-2: wastewater surveillance,129145143,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-14,public,"activ_sars2_vcf,run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX28080393,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 59,A67,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20221214,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796445,AMPLICON,165,268103871,PRJNA1238906,SAMN47486767,SARS-CoV-2: wastewater surveillance,108105429,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-13,public,"run.zq,activ_sars2_vcf,sra,fastq","gs,s3,ncbi","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX28080392,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 57,A66,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20221213,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796446,AMPLICON,156,218436348,PRJNA1238906,SAMN47486766,SARS-CoV-2: wastewater surveillance,91466846,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-13,public,"run.zq,sra,activ_sars2_vcf,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX28080391,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 56,A65,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20221213,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796447,AMPLICON,192,331634945,PRJNA1238906,SAMN47486765,SARS-CoV-2: wastewater surveillance,132301672,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-12,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX28080390,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 55,A64,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20221212,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796448,AMPLICON,170,305454960,PRJNA1238906,SAMN47486764,SARS-CoV-2: wastewater surveillance,123759154,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-12,public,"sra,activ_sars2_vcf,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX28080389,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 54,A63,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20221212,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796449,AMPLICON,162,230227276,PRJNA1238906,SAMN47486763,SARS-CoV-2: wastewater surveillance,96723840,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-09,public,"activ_sars2_vcf,run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX28080388,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 53,A62,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:58:00Z,1,At20221209,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796450,AMPLICON,182,320349468,PRJNA1238906,SAMN47486762,SARS-CoV-2: wastewater surveillance,128929838,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-09,public,"fastq,activ_sars2_vcf,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX28080387,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 52,A61,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20221209,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796451,AMPLICON,209,277084672,PRJNA1238906,SAMN47486717,SARS-CoV-2: wastewater surveillance,106303140,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-11-07,public,"run.zq,activ_sars2_vcf,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX28080386,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 6,A16,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:58:00Z,1,At20221107,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796452,AMPLICON,149,281192544,PRJNA1238906,SAMN47486761,SARS-CoV-2: wastewater surveillance,116180380,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-08,public,"activ_sars2_vcf,sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX28080385,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 51,A60,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,At20221208,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR32796453,AMPLICON,171,288524918,PRJNA1238906,SAMN47486760,SARS-CoV-2: wastewater surveillance,116169124,CANADIAN RESEARCH INSTITUTE FOR FOOD SAFETY,2022-12-08,public,"sra,activ_sars2_vcf,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX28080384,Canada,North America,Canada: Toronto,Illumina MiniSeq,Environmental sample 50,A59,PAIRED,RANDOM,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-03-20T00:00:00Z,2025-03-20T14:57:00Z,1,As20221208,SRP571954,NA,24,raw wastewater,composite,yes,SARS-CoV-2
