Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR27667192,AMPLICON,71,120403254,PRJNA1067101,SAMN39514676,SARS-CoV-2: wastewater surveillance,50385891,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-06-07,public,"sra,fastq,run.zq,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX23335153,India,Asia,"India: Pune-Mumbai Highway Aundh-Sanghvi\, Pune\, Maharashtra",NextSeq 550,wastewater,IP13926,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP13926,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667193,AMPLICON,71,94369655,PRJNA1067101,SAMN39514850,SARS-CoV-2: wastewater surveillance,39300142,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-06-08,public,"fastq,run.zq,sra,activ_sars2_vcf","ncbi,gs,s3","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX23335152,India,Asia,"India: RTO Office Yerwada\, Pune\, Maharashtra",NextSeq 550,wastewater,IP13910,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP13910,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667194,AMPLICON,69,43850205,PRJNA1067101,SAMN39514849,SARS-CoV-2: wastewater surveillance,17148413,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-05-18,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX23335151,India,Asia,"India: RTO Office Yerwada\, Pune\, Maharashtra",NextSeq 550,wastewater,IP12829,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP12829,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667195,AMPLICON,68,129784803,PRJNA1067101,SAMN39514848,SARS-CoV-2: wastewater surveillance,58009652,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-02-16,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX23335150,India,Asia,"India: RTO Office Yerwada\, Pune\, Maharashtra",NextSeq 550,wastewater,IP10686,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP10686,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667196,AMPLICON,69,188731295,PRJNA1067101,SAMN39514847,SARS-CoV-2: wastewater surveillance,86126562,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-01-27,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX23335149,India,Asia,"India: RTO Office Yerwada\, Pune\, Maharashtra",NextSeq 550,wastewater,IP10707,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP10707,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667197,AMPLICON,70,284147107,PRJNA1067101,SAMN39514846,SARS-CoV-2: wastewater surveillance,124457640,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-01-12,public,"activ_sars2_vcf,sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX23335148,India,Asia,"India: RTO Office Yerwada\, Pune\, Maharashtra",NextSeq 550,wastewater,IP08503,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:36:00Z,1,IP08503,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667198,AMPLICON,71,395294279,PRJNA1067101,SAMN39514845,SARS-CoV-2: wastewater surveillance,175072504,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2021-12-29,public,"run.zq,activ_sars2_vcf,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX23335147,India,Asia,"India: RTO Office Yerwada\, Pune\, Maharashtra",NextSeq 550,wastewater,IP08296,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:36:00Z,1,IP08296,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667199,AMPLICON,70,343694361,PRJNA1067101,SAMN39514844,SARS-CoV-2: wastewater surveillance,150252283,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2021-12-22,public,"sra,activ_sars2_vcf,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX23335146,India,Asia,"India: RTO Office Yerwada\, Pune\, Maharashtra",NextSeq 550,wastewater,IP07483,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:36:00Z,1,IP07483,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667200,AMPLICON,70,495342648,PRJNA1067101,SAMN39514843,SARS-CoV-2: wastewater surveillance,224988877,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2021-12-15,public,"activ_sars2_vcf,run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX23335145,India,Asia,"India: RTO Office Yerwada\, Pune\, Maharashtra",NextSeq 550,wastewater,IP06395,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:36:00Z,1,IP06395,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667201,AMPLICON,70,369569340,PRJNA1067101,SAMN39514842,SARS-CoV-2: wastewater surveillance,158904150,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2021-12-08,public,"fastq,run.zq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX23335144,India,Asia,"India: RTO Office Yerwada\, Pune\, Maharashtra",NextSeq 550,wastewater,IP05803,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:36:00Z,1,IP05803,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667202,AMPLICON,70,532078440,PRJNA1067101,SAMN39514841,SARS-CoV-2: wastewater surveillance,228304899,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2021-12-01,public,"sra,fastq,run.zq,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX23335143,India,Asia,"India: RTO Office Yerwada\, Pune\, Maharashtra",NextSeq 550,wastewater,IP05679,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:36:00Z,1,IP05679,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667203,AMPLICON,71,116650666,PRJNA1067101,SAMN39514669,SARS-CoV-2: wastewater surveillance,49496351,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-06-07,public,"fastq,run.zq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX23335142,India,Asia,"India: Dproad\, Botanical garden\, Aundh\, Pune\, Maharashtra",NextSeq 550,wastewater,IP13914,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP13914,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667204,AMPLICON,69,160150989,PRJNA1067101,SAMN39514840,SARS-CoV-2: wastewater surveillance,68728235,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-07-07,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX23335141,India,Asia,"India: Shastrinagar\, Pimpri\, Pune\, Maharashtra",NextSeq 550,wastewater,IP13803,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP13803,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667205,AMPLICON,69,97789966,PRJNA1067101,SAMN39514839,SARS-CoV-2: wastewater surveillance,42008496,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-06-30,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX23335140,India,Asia,"India: Shastrinagar\, Pimpri\, Pune\, Maharashtra",NextSeq 550,wastewater,IP13833,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP13833,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667206,AMPLICON,70,119512101,PRJNA1067101,SAMN39514838,SARS-CoV-2: wastewater surveillance,49591399,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-06-23,public,"activ_sars2_vcf,sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX23335139,India,Asia,"India: Shastrinagar\, Pimpri\, Pune\, Maharashtra",NextSeq 550,wastewater,IP13860,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP13860,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667207,AMPLICON,71,92017368,PRJNA1067101,SAMN39514837,SARS-CoV-2: wastewater surveillance,37105582,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-06-16,public,"run.zq,fastq,sra,activ_sars2_vcf","gs,ncbi,s3","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX23335138,India,Asia,"India: Shastrinagar\, Pimpri\, Pune\, Maharashtra",NextSeq 550,wastewater,IP17899,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP17899,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667208,AMPLICON,71,187093406,PRJNA1067101,SAMN39514836,SARS-CoV-2: wastewater surveillance,75450728,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-06-09,public,"fastq,sra,activ_sars2_vcf,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX23335137,India,Asia,"India: Shastrinagar\, Pimpri\, Pune\, Maharashtra",NextSeq 550,wastewater,IP13906,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP13906,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667209,AMPLICON,69,189019440,PRJNA1067101,SAMN39514805,SARS-CoV-2: wastewater surveillance,84371638,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-06-17,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX23335136,India,Asia,"India: Wolf Colony\, Pimpri\, Pune\, Maharashtra",NextSeq 550,wastewater,IP10684,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:36:00Z,1,IP10684,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667210,AMPLICON,70,119385671,PRJNA1067101,SAMN39514804,SARS-CoV-2: wastewater surveillance,52929543,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-02-11,public,"run.zq,fastq,activ_sars2_vcf,sra","s3,ncbi,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX23335135,India,Asia,"India: Wolf Colony\, Pimpri\, Pune\, Maharashtra",NextSeq 550,wastewater,IP11279,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP11279,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667211,AMPLICON,70,301199880,PRJNA1067101,SAMN39514803,SARS-CoV-2: wastewater surveillance,133025422,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-01-15,public,"sra,run.zq,activ_sars2_vcf,fastq","gs,ncbi,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX23335134,India,Asia,"India: Wolf Colony\, Pimpri\, Pune\, Maharashtra",NextSeq 550,wastewater,IP08491,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:36:00Z,1,IP08491,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667212,AMPLICON,69,143065971,PRJNA1067101,SAMN39514802,SARS-CoV-2: wastewater surveillance,61473507,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-07-07,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX23335133,India,Asia,"India: Pimple gurav\, 60 ft ring road\, Pune\, Maharashtra",NextSeq 550,wastewater,IP13801,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP13801,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667213,AMPLICON,71,138329827,PRJNA1067101,SAMN39514801,SARS-CoV-2: wastewater surveillance,57724958,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-06-30,public,"fastq,activ_sars2_vcf,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX23335132,India,Asia,"India: Pimple gurav\, 60 ft ring road\, Pune\, Maharashtra",NextSeq 550,wastewater,IP13835,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP13835,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667214,AMPLICON,69,119961389,PRJNA1067101,SAMN39514800,SARS-CoV-2: wastewater surveillance,51982006,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-06-23,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX23335131,India,Asia,"India: Pimple gurav\, 60 ft ring road\, Pune\, Maharashtra",NextSeq 550,wastewater,IP13823,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP13823,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667215,AMPLICON,70,481174825,PRJNA1067101,SAMN39514665,SARS-CoV-2: wastewater surveillance,219522505,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2021-12-14,public,"activ_sars2_vcf,run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX23335130,India,Asia,"India: Dproad\, Botanical garden\, Aundh\, Pune\, Maharashtra",NextSeq 550,wastewater,IP06393,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:36:00Z,1,IP06393,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667216,AMPLICON,71,87166938,PRJNA1067101,SAMN39514799,SARS-CoV-2: wastewater surveillance,36921016,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-06-09,public,"fastq,sra,activ_sars2_vcf,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX23335129,India,Asia,"India: Pimple gurav\, 60 ft ring road\, Pune\, Maharashtra",NextSeq 550,wastewater,IP13908,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:35:00Z,1,IP13908,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667217,AMPLICON,70,263079984,PRJNA1067101,SAMN39514798,SARS-CoV-2: wastewater surveillance,116756696,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2022-01-13,public,"sra,fastq,run.zq,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX23335128,India,Asia,"India: Pimple gurav\, 60 ft ring road\, Pune\, Maharashtra",NextSeq 550,wastewater,IP08511,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:36:00Z,1,IP08511,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
SRR27667218,AMPLICON,70,336470910,PRJNA1067101,SAMN39514797,SARS-CoV-2: wastewater surveillance,147276363,"SYMBIOSIS SCHOOL OF BIOLOGICAL SCINECES, SYMBIOSIS INTERNATIONAL (DEEMED UNIVERSITY)",2021-12-30,public,"sra,run.zq,fastq,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX23335127,India,Asia,"India: Pimple gurav\, 60 ft ring road\, Pune\, Maharashtra",NextSeq 550,wastewater,IP08294,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-01-20T00:00:00Z,2024-01-20T11:36:00Z,1,IP08294,SRP484915,NA,NA,NA,NA,yes,SARS-CoV-2
