Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,SAMPLE_NUMBER
SRR14530734,RNA-Seq,302,1083601670,PRJNA729801,SAMN19167979,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",395232505,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-30,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875604,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_9_30_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_9_30_2020_INF_unenriched,SRP319776,91
SRR14530735,Targeted-Capture,302,847822720,PRJNA729801,SAMN19167898,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",271003836,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-15,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875603,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_9_15_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_9_15_2020,SRP319776,10
SRR14530736,RNA-Seq,302,1365046644,PRJNA729801,SAMN19167978,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",500452074,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-23,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875602,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_9_23_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_9_23_2020_INF_unenriched,SRP319776,90
SRR14530737,RNA-Seq,302,400776650,PRJNA729801,SAMN19167977,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",137485871,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-16,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875601,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_9_16_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_9_16_2020_INF_unenriched,SRP319776,89
SRR14530738,RNA-Seq,302,1472011722,PRJNA729801,SAMN19167976,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",524817815,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-03,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875600,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_9_03_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_9_03_2020_INF_unenriched,SRP319776,88
SRR14530739,RNA-Seq,302,1114269468,PRJNA729801,SAMN19167975,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",392072820,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-02,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875599,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_9_02_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_9_02_2020_INF_unenriched,SRP319776,87
SRR14530740,RNA-Seq,302,991516132,PRJNA729801,SAMN19167974,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",358386307,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-26,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875598,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_8_26_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_8_26_2020_INF_unenriched,SRP319776,86
SRR14530741,RNA-Seq,302,961213150,PRJNA729801,SAMN19167973,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",348576239,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-19,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875597,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_8_19_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_8_19_2020_INF_unenriched,SRP319776,85
SRR14530742,RNA-Seq,302,390380300,PRJNA729801,SAMN19167972,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",142790197,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-12,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875596,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_8_12_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_8_12_2020_INF_unenriched,SRP319776,84
SRR14530743,RNA-Seq,302,1174858218,PRJNA729801,SAMN19167971,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",421592252,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-07,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875595,USA,North America,USA: California,Illumina NovaSeq 6000,33.692067 N 117.939054 W,OC_10_07_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,OC_10_07_2020_INF_unenriched,SRP319776,83
SRR14530744,RNA-Seq,302,876399772,PRJNA729801,SAMN19167970,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",305883524,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875594,USA,North America,USA: California,Illumina NovaSeq 6000,32.878986 N 117.198984 W,NC_9_11_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,NC_9_11_2020_INF_unenriched,SRP319776,82
SRR14530745,RNA-Seq,302,1047220334,PRJNA729801,SAMN19167969,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",369076450,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-28,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875593,USA,North America,USA: California,Illumina NovaSeq 6000,32.878986 N 117.198984 W,NC_8_28_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,NC_8_28_2020_INF_unenriched,SRP319776,81
SRR14530746,Targeted-Capture,302,976614848,PRJNA729801,SAMN19167897,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",315801060,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-08,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875592,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_9_08_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_9_08_2020,SRP319776,9
SRR14530747,RNA-Seq,302,1237926992,PRJNA729801,SAMN19167968,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",437834017,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-14,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875591,USA,North America,USA: California,Illumina NovaSeq 6000,32.878986 N 117.198984 W,NC_8_14_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,NC_8_14_2020_INF_unenriched,SRP319776,80
SRR14530748,RNA-Seq,302,1245612288,PRJNA729801,SAMN19167967,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",439387831,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-23,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875590,USA,North America,USA: California,Illumina NovaSeq 6000,32.878986 N 117.198984 W,NC_10_23_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,NC_10_23_2020_INF_unenriched,SRP319776,79
SRR14530749,RNA-Seq,302,1480409134,PRJNA729801,SAMN19167966,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",536364495,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-09,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875589,USA,North America,USA: California,Illumina NovaSeq 6000,32.878986 N 117.198984 W,NC_10_09_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,NC_10_09_2020_INF_unenriched,SRP319776,78
SRR14530750,RNA-Seq,302,1363495572,PRJNA729801,SAMN19167965,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",493356690,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-22,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875588,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JWPCP_9_22_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JWPCP_9_22_2020_INF_unenriched,SRP319776,77
SRR14530751,RNA-Seq,302,1278887554,PRJNA729801,SAMN19167964,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",436403486,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-15,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875587,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JWPCP_9_15_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JWPCP_9_15_2020_INF_unenriched,SRP319776,76
SRR14530752,RNA-Seq,302,1213568276,PRJNA729801,SAMN19167963,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",432697806,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-08,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875586,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JWPCP_9_08_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JWPCP_9_08_2020_INF_unenriched,SRP319776,75
SRR14530753,RNA-Seq,302,1096304696,PRJNA729801,SAMN19167962,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",406595048,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875585,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JWPCP_9_01_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JWPCP_9_01_2020_INF_unenriched,SRP319776,74
SRR14530754,RNA-Seq,302,961336668,PRJNA729801,SAMN19167961,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",351240416,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-25,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875584,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JWPCP_8_25_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JWPCP_8_25_2020_INF_unenriched,SRP319776,73
SRR14530755,RNA-Seq,302,1225904976,PRJNA729801,SAMN19167960,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",434791948,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-18,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875583,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JWPCP_8_18_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JWPCP_8_18_2020_INF_unenriched,SRP319776,72
SRR14530756,RNA-Seq,302,635026272,PRJNA729801,SAMN19167959,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",220265766,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875582,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JWPCP_8_11_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JWPCP_8_11_2020_INF_unenriched,SRP319776,71
SRR14530757,Targeted-Capture,302,1294497934,PRJNA729801,SAMN19167896,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",420805140,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875581,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_9_01_2020,PAIRED,other,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_9_01_2020,SRP319776,8
SRR14530758,RNA-Seq,302,1274932260,PRJNA729801,SAMN19167958,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",451077897,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-13,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875580,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JWPCP_10_13_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JWPCP_10_13_2020_INF_unenriched,SRP319776,70
SRR14530759,RNA-Seq,302,1459417114,PRJNA729801,SAMN19167957,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",517843011,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-06,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875579,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JWPCP_10_06_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JWPCP_10_06_2020_INF_unenriched,SRP319776,69
SRR14530760,RNA-Seq,302,717225236,PRJNA729801,SAMN19167956,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",251488844,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-27,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875578,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JW_10_27_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JW_10_27_2020_INF_unenriched,SRP319776,68
SRR14530761,RNA-Seq,302,1317581304,PRJNA729801,SAMN19167955,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",459895741,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-10-20,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875577,USA,North America,USA: California,Illumina NovaSeq 6000,33.801023 N 118.284708 W,JW_10_20_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,JW_10_20_2020_INF_unenriched,SRP319776,67
SRR14530762,RNA-Seq,302,1081069400,PRJNA729801,SAMN19167954,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",377604683,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-15,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875576,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_9_15_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_9_15_2020_INF_unenriched,SRP319776,66
SRR14530763,RNA-Seq,302,1072402604,PRJNA729801,SAMN19167953,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",380221581,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-08,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875575,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_9_08_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_9_08_2020_INF_unenriched,SRP319776,65
SRR14530764,RNA-Seq,302,1088613058,PRJNA729801,SAMN19167952,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",384372595,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-09-01,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875574,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_9_01_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_9_01_2020_INF_unenriched,SRP319776,64
SRR14530765,RNA-Seq,302,1052849916,PRJNA729801,SAMN19167951,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",359261362,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-25,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",wastewater,influent wastewater,Composite wastewater,SRX10875573,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_8_25_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_8_25_2020_INF_unenriched,SRP319776,63
SRR14530766,RNA-Seq,302,845611778,PRJNA729801,SAMN19167950,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",294773440,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-18,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875572,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_8_18_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_8_18_2020_INF_unenriched,SRP319776,62
SRR14530767,RNA-Seq,302,1002141096,PRJNA729801,SAMN19167949,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",355196105,UNIVERSITY OF CALIFORNIA RIVERSIDE,2020-08-11,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",wastewater,influent wastewater,Composite wastewater,SRX10875571,USA,North America,USA: California,Illumina NovaSeq 6000,33.925506 N 118.430709 W,HTP_8_11_2020_INF_unenriched,PAIRED,cDNA,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,HTP_8_11_2020_INF_unenriched,SRP319776,61
