Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR12618478,AMPLICON,202,201904858,PRJNA662596,SAMN16090430,Pathogen.env,110549035,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101543,USA,North America,USA: Kansas,Illumina HiSeq 2500,WW_Jac96,wastewater,39.0119 N 98.4842 W,WW_Jac96,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:45:00Z,1,WW_Jac96,SRP281887
SRR12618479,AMPLICON,202,251239318,PRJNA662596,SAMN16090429,Pathogen.env,129969704,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101542,USA,North America,USA: Oregon,Illumina HiSeq 2500,WW_Jac92,wastewater,43.8041 N 120.5542 W,WW_Jac92,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T16:16:00Z,1,WW_Jac92,SRP281887
SRR12618480,AMPLICON,202,271919674,PRJNA662596,SAMN16090428,Pathogen.env,140522625,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101541,USA,North America,USA: New Mexico,Illumina HiSeq 2500,WW_Jac90,wastewater,34.5199 N 105.8701 W,WW_Jac90,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac90,SRP281887
SRR12618481,AMPLICON,202,250166092,PRJNA662596,SAMN16090427,Pathogen.env,132324666,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-27,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101540,USA,North America,USA: Massachusetts,Illumina HiSeq 2500,WW_Jac89,wastewater,42.4072 N 71.3824 W,WW_Jac89,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac89,SRP281887
SRR12618482,AMPLICON,202,264554754,PRJNA662596,SAMN16090426,Pathogen.env,138585727,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-25,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101539,USA,North America,USA: Idaho,Illumina HiSeq 2500,WW_Jac87,wastewater,44.0682 N 114.7420 W,WW_Jac87,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac87,SRP281887
SRR12618483,AMPLICON,202,246743202,PRJNA662596,SAMN16090425,Pathogen.env,134335180,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-21,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101538,USA,North America,USA: New Mexico,Illumina HiSeq 2500,WW_Jac69,wastewater,34.5199 N 105.8701 W,WW_Jac69,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac69,SRP281887
SRR12618484,AMPLICON,202,159999352,PRJNA662596,SAMN16090424,Pathogen.env,81993505,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-20,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101537,USA,North America,USA: Kansas,Illumina HiSeq 2500,WW_Jac58,wastewater,39.0119 N 98.4842 W,WW_Jac58,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:45:00Z,1,WW_Jac58,SRP281887
SRR12618485,AMPLICON,202,362908958,PRJNA662596,SAMN16090423,Pathogen.env,191768201,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101536,USA,North America,USA: Idaho,Illumina HiSeq 2500,WW_Jac56,wastewater,44.0682 N 114.7420 W,WW_Jac56,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac56,SRP281887
SRR12618486,AMPLICON,202,215522486,PRJNA662596,SAMN16090422,Pathogen.env,114856044,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-20,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101535,USA,North America,USA: Colorado,Illumina HiSeq 2500,WW_Jac51,wastewater,39.5501 N 105.7821 W,WW_Jac51,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac51,SRP281887
SRR12618487,AMPLICON,202,208799118,PRJNA662596,SAMN16090359,Pathogen.env,112199201,ARIZONA STATE UNIVERSITY,City of Tempe,2020-05-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101534,USA,North America,USA: Arizona,Illumina HiSeq 2500,WW_138,wastewater,33.4255 N 111.9400 W,WW_138,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_138,SRP281887
SRR12618488,AMPLICON,202,332357468,PRJNA662596,SAMN16090421,Pathogen.env,177201682,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101533,USA,North America,USA: Illinois,Illumina HiSeq 2500,WW_Jac45,wastewater,40.6331 N 89.3985 W,WW_Jac45,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac45,SRP281887
SRR12618489,AMPLICON,202,226456342,PRJNA662596,SAMN16090420,Pathogen.env,112990129,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-14,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101532,USA,North America,USA: Georgia,Illumina HiSeq 2500,WW_Jac33,wastewater,32.1656 N 82.9001 W,WW_Jac33,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac33,SRP281887
SRR12618490,AMPLICON,202,227058504,PRJNA662596,SAMN16090419,Pathogen.env,124366410,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-13,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101531,USA,North America,USA: New Mexico,Illumina HiSeq 2500,WW_Jac31,wastewater,34.5199 N 105.8701 W,WW_Jac31,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:45:00Z,1,WW_Jac31,SRP281887
SRR12618491,AMPLICON,202,184321162,PRJNA662596,SAMN16090418,Pathogen.env,95471293,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-11,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101530,USA,North America,USA: New Jersey,Illumina HiSeq 2500,WW_Jac30,wastewater,40.0583 N 74.4057 W,WW_Jac30,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac30,SRP281887
SRR12618492,AMPLICON,202,169941388,PRJNA662596,SAMN16090417,Pathogen.env,91385863,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-06-01,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101529,USA,North America,USA: Illinois,Illumina HiSeq 2500,WW_Jac127,wastewater,40.6331 N 89.3985 W,WW_Jac127,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:45:00Z,1,WW_Jac127,SRP281887
SRR12618493,AMPLICON,202,200936672,PRJNA662596,SAMN16090416,Pathogen.env,107782648,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-07,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101528,USA,North America,USA: Illinois,Illumina HiSeq 2500,WW_Jac12,wastewater,40.6331 N 89.3985 W,WW_Jac12,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac12,SRP281887
SRR12618494,AMPLICON,202,176375694,PRJNA662596,SAMN16090415,Pathogen.env,98668702,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-06-01,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101527,USA,North America,USA: Illinois,Illumina HiSeq 2500,WW_Jac106,wastewater,40.6331 N 89.3985 W,WW_Jac106,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac106,SRP281887
SRR12618495,AMPLICON,202,257040960,PRJNA662596,SAMN16090414,Pathogen.env,135678522,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-28,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101526,USA,North America,USA: Colorado,Illumina HiSeq 2500,WW_Jac103,wastewater,39.5501 N 105.7821 W,WW_Jac103,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac103,SRP281887
SRR12618496,AMPLICON,202,150106402,PRJNA662596,SAMN16090413,Pathogen.env,78833297,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101525,USA,North America,USA: New Mexico,Illumina HiSeq 2500,WW_Jac09,wastewater,34.5199 N 105.8701 W,WW_Jac09,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:45:00Z,1,WW_Jac09,SRP281887
SRR12618497,AMPLICON,202,192195324,PRJNA662596,SAMN16090412,Pathogen.env,102319740,ARIZONA STATE UNIVERSITY,Jacobs engeneering,2020-05-03,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101524,USA,North America,USA: New Jersey,Illumina HiSeq 2500,WW_Jac04,wastewater,40.0583 N 74.4057 W,WW_Jac04,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_Jac04,SRP281887
SRR12618498,AMPLICON,202,234944584,PRJNA662596,SAMN16090358,Pathogen.env,122942368,ARIZONA STATE UNIVERSITY,City of Tempe,2020-05-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101523,USA,North America,USA: Arizona,Illumina HiSeq 2500,WW_137,wastewater,33.4255 N 111.9400 W,WW_137,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:45:00Z,1,WW_137,SRP281887
SRR12618499,AMPLICON,202,250950862,PRJNA662596,SAMN16090411,Pathogen.env,132449502,ARIZONA STATE UNIVERSITY,City of Gilbert,2020-06-10,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101522,USA,North America,USA: Arizona,Illumina HiSeq 2500,WW_G3,wastewater,33.3528 N 111.7890 W,WW_G3,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_G3,SRP281887
SRR12618500,AMPLICON,202,213975368,PRJNA662596,SAMN16090410,Pathogen.env,113744613,ARIZONA STATE UNIVERSITY,City of Tempe,2020-04-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101521,USA,North America,USA: Arizona,Illumina HiSeq 2500,WW_94,wastewater,33.4255 N 111.9400 W,WW_94,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_94,SRP281887
SRR12618501,AMPLICON,202,239534630,PRJNA662596,SAMN16090409,Pathogen.env,123049340,ARIZONA STATE UNIVERSITY,City of Tempe,2020-04-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101520,USA,North America,USA: Arizona,Illumina HiSeq 2500,WW_93,wastewater,33.4255 N 111.9400 W,WW_93,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:45:00Z,1,WW_93,SRP281887
SRR12618502,AMPLICON,202,155960564,PRJNA662596,SAMN16090408,Pathogen.env,84953677,ARIZONA STATE UNIVERSITY,City of Tempe,2020-04-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101519,USA,North America,USA: Arizona,Illumina HiSeq 2500,WW_80,wastewater,33.4255 N 111.9400 W,WW_80,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:45:00Z,1,WW_80,SRP281887
SRR12618503,AMPLICON,202,232917716,PRJNA662596,SAMN16090407,Pathogen.env,110405169,ARIZONA STATE UNIVERSITY,City of Tempe,2020-04-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101518,USA,North America,USA: Arizona,Illumina HiSeq 2500,WW_78,wastewater,33.4255 N 111.9400 W,WW_78,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_78,SRP281887
SRR12618504,AMPLICON,202,160542732,PRJNA662596,SAMN16090406,Pathogen.env,84377904,ARIZONA STATE UNIVERSITY,City of Tempe,2020-04-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101517,USA,North America,USA: Arizona,Illumina HiSeq 2500,WW_69,wastewater,33.4255 N 111.9400 W,WW_69,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_69,SRP281887
SRR12618505,AMPLICON,202,155685440,PRJNA662596,SAMN16090405,Pathogen.env,85870036,ARIZONA STATE UNIVERSITY,City of Tempe,2020-04-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101516,USA,North America,USA: Arizona,Illumina HiSeq 2500,WW_59,wastewater,33.4255 N 111.9400 W,WW_59,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:45:00Z,1,WW_59,SRP281887
SRR12618506,AMPLICON,202,222534916,PRJNA662596,SAMN16090404,Pathogen.env,117011613,ARIZONA STATE UNIVERSITY,City of Tempe,2020-04-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9101515,USA,North America,USA: Arizona,Illumina HiSeq 2500,WW_57,wastewater,33.4255 N 111.9400 W,WW_57,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_57,SRP281887
SRR12618507,AMPLICON,202,213997992,PRJNA662596,SAMN16090403,Pathogen.env,112515525,ARIZONA STATE UNIVERSITY,City of Tempe,2020-04-07,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX9101514,USA,North America,USA: Arizona,Illumina HiSeq 2500,WW_4,wastewater,33.4255 N 111.9400 W,WW_4,PAIRED,PCR,GENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-01-22T00:00:00Z,2020-09-09T15:46:00Z,1,WW_4,SRP281887
